Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,translation missing: en-GB.lib.export.portability_exporter.activities.horton_values.type,translation missing: en-GB.lib.export.portability_exporter.activities.horton_values.start_time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,translation missing: en-GB.lib.export.portability_exporter.activities.horton_values.jump_count,translation missing: en-GB.lib.export.portability_exporter.activities.horton_values.total_grit,translation missing: en-GB.lib.export.portability_exporter.activities.horton_values.avg_flow,translation missing: en-GB.lib.export.portability_exporter.activities.horton_values.flagged
808552864,"22 Dec 2016, 11:25:18",Posh Jolly,Ride,,1355,6.35,,false,,activities/808552864.gpx,70.0,,1355.0,1306.0,6349.2998046875,9.399999618530273,,12.08329963684082,,2.799999952316284,25.600000381469727,24.700000762939453,-0.16694800555706024,,,,,,,,83.97329711914062,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808754410,"22 Dec 2016, 16:18:50",Commute home,Ride,,1345,8.49,,false,,activities/808754410.gpx,70.0,,1345.0,1291.0,8490.2001953125,11.800000190734863,,34.65380096435547,,2.0,36.900001525878906,17.0,0.30270200967788696,,,,,,,,133.91200256347656,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821725181,"29 Dec 2016, 15:12:23",Afternoon Run,Run,,580586,9.89,,false,,activities/821725181.gpx,70.0,,580586.0,3753.0,9890.7998046875,5.599999904632568,,11.283499717712402,,1.0,31.0,15.699999809265137,-0.22546200454235077,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821744646,"5 Jan 2017, 08:24:37",Commute to work,Ride,,1924,5.82,,false,,activities/821744646.gpx,70.0,,1924.0,1167.0,5823.89990234375,10.399999618530273,,29.559999465942383,,3.0,38.400001525878906,32.29999923706055,-0.09615550190210342,,,,,,,,104.68499755859375,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822356756,"5 Jan 2017, 20:05:22",Evening Ride,Ride,,1704,9.28,,false,,activities/822356756.gpx,70.0,,1704.0,1596.0,9288.2001953125,10.800000190734863,,35.79169845581055,,2.0,40.0,19.200000762939453,0.33590999245643616,,,,,,,,117.59400177001953,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822441157,"5 Jan 2017, 21:36:56",Night Run,Run,,1201,3.49,,false,,activities/822441157.gpx,70.0,,1201.0,1164.0,3490.39990234375,4.5,,16.3356990814209,,20.899999618530273,40.0,19.200000762939453,0.3151499927043915,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824237941,"7 Jan 2017, 16:18:17",Afternoon Run,Run,,1367,3.54,,false,,activities/824237941.gpx,70.0,,1367.0,1077.0,3540.60009765625,6.599999904632568,,34.72460174560547,,22.5,49.0,27.0,-0.11297500133514404,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826116477,"9 Jan 2017, 08:35:47",Morning Ride,Ride,,2383,8.55,,false,,activities/826116477.gpx,70.0,,2383.0,1952.0,8557.7998046875,10.800000190734863,,29.603300094604492,,3.200000047683716,42.400001525878906,33.5,-0.11217799782752991,,,,,,,,79.06929779052734,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826516146,"9 Jan 2017, 17:35:58",Afternoon Ride,Ride,,2537,10.67,,false,,activities/826516146.gpx,70.0,,2537.0,2337.0,10677.7001953125,11.300000190734863,,48.53519821166992,,2.0,40.0,18.899999618530273,0.1226859986782074,,,,,,,,90.41709899902344,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827113193,"10 Jan 2017, 08:20:52",Morning Ride,Ride,,1884,8.96,,false,,activities/827113193.gpx,70.0,,1884.0,1619.0,8968.099609375,15.199999809265137,,29.29290008544922,,3.0999999046325684,38.400001525878906,29.100000381469727,-0.0758242979645729,,,,,,,,110.43000030517578,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
